customer_key,recency,frequency,monetary
11000,0.7567756236587253,1.5693744360081718,1.5456948048249703
11001,-1.2477631422471034,1.5693744360081718,1.4130255729127672
11002,1.1094124066511644,1.5693744360081718,1.5371177034329544
11003,0.7177538348545441,1.5693744360081718,1.538732915119325
11004,0.7677996051012665,1.5693744360081718,1.5423437248668024
11005,0.762294445959681,1.5693744360081718,1.5375845315925702
11006,0.6951411253306232,1.5693744360081718,1.5374372905161902
11007,0.9927070364169004,1.5693744360081718,1.5432939775209416
11008,1.0759572992523232,1.5693744360081718,1.5366222582931852
11009,0.7233708004012898,1.5693744360081718,1.5356608383481731
11010,0.6433882058834294,1.5693744360081718,1.535449456133
11011,0.9927070364169004,1.5693744360081718,1.538333559465837
11012,-0.46308218310646315,1.2171431003319833,-0.6566825783692108
11013,-2.2792267428197497,1.2171431003319833,-0.5083681893198934
11014,0.7732911876719148,1.2171431003319833,-0.4221234404304938
11015,1.2745920537508761,-0.7651888793643833,0.9389283174816864
11016,1.1749703989373639,-0.7651888793643833,0.9042759486821109
11017,-0.4524398987352434,1.5693744360081718,1.4170789876207577
11018,-0.5623999310977627,1.5693744360081718,1.4249458556118644
11019,-1.9844198432003906,1.830089922792953,0.4316411354419595
11020,1.3618530554191624,-0.7651888793643833,0.9010125965997102
11021,1.2522978807349732,-0.7651888793643833,0.9126388669736316
11022,1.2656981366214388,-0.7651888793643833,0.9021467746333575
11023,-2.032807290508494,1.2171431003319833,-0.47736738843329135
11024,0.23293743079962173,1.2171431003319833,-0.8138519431984006
11025,-0.5738565344246382,1.5693744360081718,1.428368932245931
11026,-0.46308218310646315,1.5693744360081718,1.4282897376461872
11027,-0.5623999310977627,1.5693744360081718,1.4295257210781522
11028,-0.37993051371501535,1.5693744360081718,1.420297076253032
11029,-0.7841955855722889,1.5693744360081718,1.4274657338257961
11030,-0.7577296318132529,1.5693744360081718,1.4200343508023043
11031,-0.8111938147419016,1.5693744360081718,1.4206137678141402
11032,-0.7446880021813699,1.5693744360081718,1.4243363480280347
11033,-0.7062919224835704,1.5693744360081718,1.4219397694137363
11034,-0.7708977590075156,1.5693744360081718,1.4216246546619653
11035,-0.8387527284056686,1.5693744360081718,1.4184385147015814
11036,1.2567725983871136,-0.7651888793643833,0.9090767723070774
11037,1.2656981366214388,-0.7651888793643833,0.9131132122042879
11038,-0.7976264459158964,1.5693744360081718,1.4173207557302974
11039,-0.7841955855722889,1.5693744360081718,1.4330356016674544
11040,0.9167258687507225,-0.7651888793643833,0.9082298340938849
11041,1.2922861656877471,-0.7651888793643833,0.9144148954137437
11042,-0.4845924128558428,1.2171431003319833,1.0480508635261228
11043,0.06167037630771112,1.2171431003319833,-0.8839427952016898
11044,-0.7446880021813699,1.5693744360081718,1.4235252289097868
11045,-0.6206064742810126,1.2171431003319833,-0.5045111667364283
11046,-0.7976264459158964,1.5693744360081718,1.4314967647594816
11047,-0.8956791916568408,1.5693744360081718,1.428802335064405
11048,-1.5957053575731246,1.5693744360081718,1.4221738027659026
11049,-0.6206064742810126,1.2171431003319833,-0.6566825783692108
11050,-0.8956791916568408,1.5693744360081718,1.2885079302625229
11051,-1.7833045022136123,1.2171431003319833,-0.4712173670193678
11052,0.6199830338845009,1.5693744360081718,1.5382236050045577
11053,1.279027244028889,-0.7651888793643833,0.9037870171243381
11054,0.6022599114046249,1.5693744360081718,1.5440547501960176
11055,0.5542632208348522,1.5693744360081718,1.5405642513420894
11056,0.5963193537699998,1.5693744360081718,1.5430722533615149
11057,0.6549960933840936,1.5693744360081718,1.535449456133
11058,0.5723896987262795,1.5693744360081718,1.545633636812149
11059,1.0076120416078738,1.5693744360081718,-0.4970063168340812
11060,0.44206867502416014,1.5693744360081718,1.5396091851201215
11061,0.5113496643608332,1.5693744360081718,1.5380765379191659
11062,1.3229559582563797,-0.7651888793643833,0.9084406452972895
11063,1.3010869206934166,-0.7651888793643833,0.912845793658441
11064,1.2433243647644006,-0.7651888793643833,0.8984423963602338
11065,-1.939347730159635,1.2171431003319833,-0.25163864066441965
11066,-0.20736208163102365,1.2171431003319833,-0.6566825783692108
11067,-1.9844198432003906,1.2171431003319833,-0.5413241272054402
11068,-0.3900845628152,1.5693744360081718,-0.5106980560581121
11069,0.5723896987262795,1.5693744360081718,1.536477320450642
11070,0.4356529198185898,1.5693744360081718,1.540407631660465
11071,-1.0838281949233015,1.5693744360081718,-0.5230478516091942
11072,0.5051465062832269,1.5693744360081718,1.5422161790067246
11073,0.038116862659889526,1.5693744360081718,-0.27603047869877867
11074,0.6199830338845009,1.5693744360081718,-0.5921628700564451
11075,0.4484643278558337,1.5693744360081718,1.5341620317687221
11076,0.4675322724648509,1.5693744360081718,1.5399929434774753
11077,0.523700804712482,1.5693744360081718,1.540629177906969
11078,-2.61982643440342,1.830089922792953,0.4479066782486528
11079,-1.7833045022136123,1.5693744360081718,-0.8030345587365798
11080,0.4548400393800576,1.5693744360081718,1.5428517060300393
11081,0.8646506966365025,1.2171431003319833,-0.5475679547057531
11082,-0.7189720488701067,1.2171431003319833,1.0478060930575588
11083,-0.7446880021813699,1.2171431003319833,1.0520586863812194
11084,-0.9251175204387997,1.2171431003319833,1.042593616188625
11085,-1.8970633445604141,1.2171431003319833,-0.4536576278831213
11086,-1.490010862637679,1.2171431003319833,-0.3762883351692093
11087,0.1305677448292922,1.2171431003319833,-0.25676773514079254
11088,-0.7976264459158964,1.2171431003319833,1.0583250784698384
11089,-0.8812108192059039,1.2171431003319833,1.0601372372059383
11090,-0.9251175204387997,1.5693744360081718,1.438256579300253
11091,-1.8970633445604141,1.8348607828618417,0.5748107416117157
11092,0.4675322724648509,1.5693744360081718,1.536860102996629
11093,0.5481862482684519,1.5693744360081718,1.5413269643701923
11094,-1.9844198432003906,1.5693744360081718,-0.1827226369550887
11095,0.44206867502416014,1.5693744360081718,1.539927303137674
11096,0.20424822944101254,1.5693744360081718,1.5338405015844698
11097,0.24712280316464735,1.5693744360081718,1.5361552397628988
11098,-0.47379923287239745,1.5693744360081718,-0.6171677763035556
11099,0.40326682127293456,1.5693744360081718,1.5436099357108963
11100,0.14553659674140038,1.5693744360081718,1.5408506334119856
11101,0.4162833974738668,1.5693744360081718,1.5465472836489629
11102,-1.2283096067317385,1.5693744360081718,-0.5532996582919203
11103,0.560322701149666,1.5693744360081718,1.5414858599832626
11104,0.5051465062832269,1.5693744360081718,1.540883716676554
11105,0.5663648180185831,1.5693744360081718,1.5359601015398605
11106,0.5051465062832269,1.5693744360081718,1.5348714274581756
11107,0.4675322724648509,1.5693744360081718,1.5407551895749554
